teks,target_bank,sentimen
"Minta saran dong, antara Bank Mandiri dan Bank BNI mana yang lebih worth it?",Bank Mandiri,netral
"Sebagai yang first time banking, teknologi AI di Bank BNI membantu deteksi fraud dengan akurat. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Menurutku, Bank BRI overall bagus, cicilan 0% dari Bank BRI ngebantu banget buat beli barang elektronik dan promo cashback Bank BRI sering banget, lumayan buat tambahan, cuma nomor antrian di Bank BRI sering error atau loncat-loncat.",Bank BRI,campuran
"Kalau boleh jujur, Bank Mandiri overall bagus, reksadana di Bank Mandiri performanya konsisten bagus dan promo cashback Bank Mandiri sering banget, lumayan buat tambahan, sayangnya CS di social media Bank Mandiri balasnya lama dan sering template jawabannya.",Bank Mandiri,campuran
"Sejak kemarin sempat khawatir dengan kasus skimming di Bank BRI, jadi takut nabung banyak super. Kecewa sama Bank BRI.",Bank BRI,negatif
Sbn dan obligasi di bank bca pilihan investasinya beragam. Worth it banget pilih Bank BCA!,Bank BCA,positif
"Dari pengalaman, buka rekening Bank BRI sekarang bisa full online, gak sampai 10 menit jadi, di sisi lain AC di kantor cabang Bank BNI kurang dingin, gerah nunggu parah.",Bank BNI,negatif
"Lagi compare Bank BRI vs Bank Mandiri, ada masukan?",Bank BRI,netral
"rekening Bank BNI saya gunakan khusus untuk tabungan, sambil ngecek saldo.",Bank BNI,netral
"Kesel luar biasa sama Bank BCA, sejak kemarin biaya kartu kredit Bank BCA annual fee-nya tinggi.",Bank BCA,negatif
"Minggu lalu, ketika lagi traveling, gak ada biaya top up ke e-wallet dari Bank Mandiri, hemat!. Bank Mandiri unggul dibanding Bank BNI sih.",Bank Mandiri,positif
"Dari pengalaman, Bank Mandiri overall bagus, pengalaman saya dengan customer service Bank Mandiri selalu baik dan solutif dan SBN dan obligasi di Bank Mandiri pilihan investasinya beragam, beda cerita kalau nomor antrian di Bank Mandiri sering error atau loncat-loncat.",Bank Mandiri,campuran
"Dari pengalaman, update Livin by Mandiri selalu membawa fitur baru yang berguna, beda cerita kalau antrian di kantor cabang Bank BCA panjangnya bukan main, bisa habis setengah hari banget.",Bank BCA,negatif
Fitur investasi di bank bri mudah dipahami pemula. Bank BRI emang the best!,Bank BRI,positif
"Lagi compare Bank Mandiri vs Bank BNI, ada masukan?",Bank Mandiri,netral
"Lagi compare Bank BNI vs Bank BCA, ada masukan?",Bank BCA,netral
"Update: akhirnya pindah ke Bank BCA, so far so good",Bank BCA,positif
"Proses verifikasi buka rekening bank bni via video call cepat dan mudah, walaupun WiFi gratis di Bank BRI lemot dan sering putus.",Bank BNI,positif
"Transfer pakai brimo anti ribet, prosesnya cepat dan simpel. Gaskeun deh ke Bank BRI!",Bank BRI,positif
"Jujur, Bank BNI overall bagus, cicilan 0% dari Bank BNI ngebantu banget buat beli barang elektronik dan ATM Bank BNI jarang kosong uangnya, selalu terisi, cuma font di BNI Mobile Banking terlalu kecil, susah dibaca orang tua.",Bank BNI,campuran
"Sebagai yang sebagai freelancer, robo advisor Bank BRI membantu pilih portofolio yang tepat. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
Kemarin petugas Bank BNI kurang update soal produk terbaru bener-bener. Kecewa sama Bank BNI.,Bank BNI,negatif
"Kalau dari segi promo, birthday promo dari Bank BNI selalu menggiurkan setiap tahun. Tapi kalau atm, bisa bayar tagihan listrik dan PDAM di ATM Bank BRI. Susah milihnya.",Bank BRI,positif
"Kalau menurut saya, pas weekend, ruang ATM Bank BNI sering kotor dan kurang terawat super. Mending pindah ke Bank BRI aja kayaknya.",Bank BNI,negatif
"Bisa beli emas digital langsung dari aplikasi bank mandiri, beda cerita kalau ruang ATM Bank BCA sering kotor dan kurang terawat.",Bank BCA,negatif
"Complaint handling di bank bri profesional dan follow up terus, sayangnya biaya admin bulanan Bank BNI lumayan mahal ya, apalagi kalau jarang dipakai.",Bank BRI,positif
"Kalau dari segi cs, priority banking Bank BCA layanannya premium banget. Tapi kalau mobile_banking, transfer pakai BRImo anti ribet, prosesnya cepat dan simpel. Susah milihnya.",Bank BRI,positif
"Guys, Bank BCA atau Bank BRI ya buat kredit rumah? Lagi galau nih",Bank BCA,netral
"Minggu lalu, jam makan siang, top up e-wallet dari BRImo instan masuknya. Bank BRI jauh lebih baik dari Bank BNI sih.",Bank BRI,positif
rekening Bank BCA saya gunakan khusus untuk tabungan dari tadi pagi.,Bank BCA,netral
"Update: akhirnya pindah ke Bank BCA, so far so good",Bank BCA,positif
"Minta saran dong, antara Bank Mandiri dan Bank BCA mana yang lebih worth it?",Bank Mandiri,netral
"Sejak pakai, pas lagi butuh dana darurat, Livin by Mandiri sering tiba-tiba logout sendiri, harus login ulang terus super. Mending pindah ke Bank BCA aja kayaknya.",Bank Mandiri,negatif
"Menurutku, Bank BRI overall bagus, cicilan 0% dari Bank BRI ngebantu banget buat beli barang elektronik dan inovasi fintech Bank BRI selalu di depan dibanding kompetitor, tapi petugas security Bank BRI kadang kurang ramah ke nasabah.",Bank BRI,campuran
Proses verifikasi buka rekening bank bca via video call cepat dan mudah. Gaskeun deh ke Bank BCA!,Bank BCA,positif
"Sejak pakai, Bank BCA overall bagus, masalah saya cepat teratasi berkat bantuan CS Bank BCA via telepon dan promo cashback Bank BCA sering banget, lumayan buat tambahan, walaupun myBCA makan banyak memori dan baterai hp.",Bank BCA,campuran
"Minta saran dong, antara Bank Mandiri dan Bank BNI mana yang lebih worth it?",Bank BNI,netral
"Kesel super sama Bank Mandiri, dari tadi pagi notifikasi Livin by Mandiri spam banget, banyak yang gak penting.",Bank Mandiri,negatif
Ada yang pernah pakai Bank BCA dan Bank BNI? Share pengalaman dong,Bank BNI,netral
"Kesel total sama Bank BCA, belakangan myBCA makan banyak memori dan baterai hp.",Bank BCA,negatif
"Sejauh ini, saat transfer ke orang tua, biaya transfer ke bank lain dari Bank Mandiri mahal, beda jauh sama yang lain ekstrem. Mending pindah ke Bank BCA aja kayaknya.",Bank Mandiri,negatif
Onboarding di bank bca dikasih welcome gift yang menarik. Gaskeun deh ke Bank BCA!,Bank BCA,positif
"Notifikasi real-time di brimo selalu akurat dan tepat waktu, di sisi lain biaya kartu kredit Bank Mandiri annual fee-nya tinggi.",Bank BRI,positif
"Update livin by mandiri selalu membawa fitur baru yang berguna, beda cerita kalau biaya admin bulanan Bank BRI lumayan mahal ya, apalagi kalau jarang dipakai.",Bank BRI,negatif
"Dari pengalaman, antrian di ATM Bank BNI biasanya cepat karena mesinnya responsif, cuma telepon CS Bank BRI antrinya lama banget, habis pulsa banyak cuma buat nunggu parah.",Bank BNI,positif
"Kalau menurut saya, Bank BRI overall bagus, CS Bank BRI via WhatsApp responsif 24/7, sangat membantu dan gak ada biaya top up ke e-wallet dari Bank BRI, hemat!, padahal parkir di gedung Bank BRI mahal dan terbatas.",Bank BRI,campuran
"Jujur, tengah malam, layar sentuh di ATM Bank BCA sering tidak responsif banget. Mending pindah ke Bank BNI aja kayaknya.",Bank BCA,negatif
"Akhir-akhir ini, pas tanggal tua, priority banking Bank BNI layanannya premium banget. Bank BNI setara dengan Bank Mandiri sih.",Bank Mandiri,negatif
"Belakangan, pas lagi butuh dana darurat, sistem keamanan Bank BNI menggunakan enkripsi tingkat militer. Bank BNI masih kalah sama Bank Mandiri sih.",Bank Mandiri,negatif
"Lagi compare Bank BNI vs Bank BCA, ada masukan?",Bank BNI,netral
"Kalau boleh jujur, jam makan siang, CS Bank BRI sering putus sambungan di tengah pembicaraan gila. Mending pindah ke Bank BNI aja kayaknya.",Bank BRI,negatif
"Kalau dari segi mobile_banking, fitur cardless di Livin by Mandiri ngebantu banget pas dompet ketinggalan. Tapi kalau investasi, bisa beli emas digital langsung dari aplikasi Bank BNI. Susah milihnya.",Bank BNI,positif
baru saja memindahkan rekening gaji saya ke Bank BRI.,Bank BRI,netral
Tadi parkir di gedung Bank BRI mahal dan terbatas bener-bener. Kecewa sama Bank BRI.,Bank BRI,negatif
Sbn dan obligasi di bank bca pilihan investasinya beragam. Worth it banget pilih Bank BCA!,Bank BCA,positif
"saya adalah nasabah Bank BCA sudah 5 tahun, sambil ngecek saldo.",Bank BCA,netral
"Kalau boleh jujur, pas system maintenance, WiFi gratis di Bank Mandiri lemot dan sering putus sangat. Mending pindah ke Bank BRI aja kayaknya.",Bank Mandiri,negatif
Ada yang pernah pakai Bank BNI dan Bank BRI? Share pengalaman dong,Bank BNI,netral
Sejak kemarin ruang ATM Bank BNI sering kotor dan kurang terawat luar biasa. Kecewa sama Bank BNI.,Bank BNI,negatif
"1 bulan pakai Bank BNI, impressi pertama positif",Bank BNI,positif
"Bulan ini, waktu lagi busy, biaya admin Bank Mandiri cukup terjangkau, sesuai dengan layanannya. Bank Mandiri masih kalah sama Bank BCA sih.",Bank Mandiri,positif
"Lagi compare Bank BRI vs Bank BNI, ada masukan?",Bank BRI,netral
"Minggu lalu, saat gajian, dokumen yang dibutuhkan buka rekening Bank BNI simpel, cuma KTP. Bank BNI hampir sama kayak Bank BRI sih.",Bank BNI,positif
"Sebagai yang first time banking, robo advisor Bank Mandiri membantu pilih portofolio yang tepat. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Cs bank mandiri sangat responsif dan membantu, masalah langsung kelar, namun petugas security Bank BCA kadang kurang ramah ke nasabah.",Bank BCA,negatif
baru saja memindahkan rekening gaji saya ke Bank BRI tadi.,Bank BRI,netral
"Akhir-akhir ini, saat gajian, ATM Bank BRI ada fitur tarik tunai tanpa kartu, canggih!. Bank BRI jauh lebih baik dari Bank Mandiri sih.",Bank BRI,positif
"Sejak pakai, Bank BNI overall bagus, jaringan ATM Bank BNI sangat luas, jadi gampang tarik tunai dan weekend sale Bank BNI selalu ada promo hotel dan travel, meski petugas Bank BNI kurang update soal produk terbaru.",Bank BNI,campuran
Ada yang pernah pakai Bank BRI dan Bank BNI? Share pengalaman dong,Bank BNI,netral
"Sejak kemarin, ketika lagi traveling, update BRImo selalu membawa fitur baru yang berguna. Bank BRI unggul dibanding Bank BNI sih.",Bank BRI,positif
"Sejauh ini, pas tanggal tua, keamanan data di Bank BRI perlu ditingkatkan lagi, masih was-was soal phising super. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BRI,negatif
Inovasi fintech bank bca selalu di depan dibanding kompetitor. Gaskeun deh ke Bank BCA!,Bank BCA,positif
"Kemarin, waktu lagi busy, Bank BRI banyak kerjasama dengan merchant, jadi banyak diskon F&B. Bank BRI hampir sama kayak Bank BCA sih.",Bank BCA,negatif
"Sebagai yang sebagai freelancer, biaya admin Bank Mandiri cukup terjangkau, sesuai dengan layanannya. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
lagi bandingkan suku bunga deposito antara Bank BNI dan Bank BCA.,Bank BNI,netral
"Menurutku, Bank Mandiri overall bagus, transfer pakai Livin by Mandiri anti ribet, prosesnya cepat dan simpel dan weekend sale Bank Mandiri selalu ada promo hotel dan travel, walaupun data breach di Bank Mandiri beberapa waktu lalu bikin khawatir.",Bank Mandiri,campuran
"Menurutku, Bank Mandiri overall bagus, biaya admin Bank Mandiri cukup terjangkau, sesuai dengan layanannya dan proses verifikasi buka rekening Bank Mandiri via video call cepat dan mudah, namun keamanan area ATM Bank Mandiri kurang, sering ada orang mencurigakan.",Bank Mandiri,campuran
"Terus terang, saat transfer ke orang tua, pernah ada kasus double charge di kartu kredit Bank BCA gila. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BCA,negatif
"Baru seminggu di Bank BCA, masih adaptasi tapi promising",Bank BCA,positif
"Kalau boleh jujur, promo cashback Bank BNI sering banget, lumayan buat tambahan, beda cerita kalau jam operasional cabang Bank BRI terbatas, sulit pas hari kerja super.",Bank BNI,positif
"Fitur cardless di mybca ngebantu banget pas dompet ketinggalan, beda cerita kalau biaya administrasi invest di Bank BRI tinggi, potong return.",Bank BCA,positif
"Guys, Bank BRI atau Bank BNI ya buat kredit rumah? Lagi galau nih",Bank BNI,netral
"Terus terang, Bank BCA overall bagus, bisa beli emas digital langsung dari aplikasi Bank BCA dan live chat di website Bank BCA selalu ada yang standby, di sisi lain jam operasional cabang Bank BCA terbatas, sulit pas hari kerja.",Bank BCA,campuran
"Kesel luar biasa sama Bank BRI, dari tadi pagi ruang ATM Bank BRI sering kotor dan kurang terawat.",Bank BRI,negatif
"Kalau dari segi cs, masalah saya cepat teratasi berkat bantuan CS Bank Mandiri via telepon. Tapi kalau cs, pengalaman saya dengan customer service Bank BNI selalu baik dan solutif. Susah milihnya.",Bank Mandiri,positif
"Sejak pakai, tengah malam, sempat khawatir dengan kasus skimming di Bank BRI, jadi takut nabung banyak sangat. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BRI,negatif
Ada yang pernah pakai Bank BNI dan Bank BCA? Share pengalaman dong,Bank BNI,netral
Program poin reward bank bni bisa ditukar berbagai hadiah menarik. Gaskeun deh ke Bank BNI!,Bank BNI,positif
"Kalau dari segi atm, ATM Bank BRI bisa deposit cek, praktis untuk yang bisnis. Tapi kalau biaya, biaya admin Bank BCA cukup terjangkau, sesuai dengan layanannya. Susah milihnya.",Bank BRI,positif
"Guys, Bank BRI atau Bank BCA ya buat kredit rumah? Lagi galau nih",Bank BRI,netral
Top up e-wallet dari bni mobile banking instan masuknya. Recommend bener-bener buat yang mau coba Bank BNI!,Bank BNI,positif
"Kesel banget sama Bank BRI, tadi biaya tarik tunai di ATM bank lain dari Bank BRI selangit.",Bank BRI,negatif
"Kalau dari segi promo, kolaborasi Bank BRI dengan e-commerce sering ada flash sale. Tapi kalau mobile_banking, widget di home screen untuk myBCA praktis banget. Susah milihnya.",Bank BCA,positif
"Kesel sangat sama Bank BNI, belakangan biaya admin bulanan Bank BNI lumayan mahal ya, apalagi kalau jarang dipakai.",Bank BNI,negatif
"Sejak pakai, Bank Mandiri overall bagus, onboarding di Bank Mandiri dikasih welcome gift yang menarik dan Bank Mandiri banyak kerjasama dengan merchant, jadi banyak diskon F&B, walaupun UI/UX dari Livin by Mandiri agak membingungkan untuk orang tua, terlalu rumit.",Bank Mandiri,campuran
"Sejauh ini, Bank BNI overall bagus, biaya admin bulanannya worth it dengan semua kemudahan yang didapat dan ATM Bank BNI jarang kosong uangnya, selalu terisi, akan tetapi proses blokir kartu Bank BNI kalau hilang ribet dan butuh waktu lama.",Bank BNI,campuran
"Atm bank bca jarang kosong uangnya, selalu terisi. Worth it banget pilih Bank BCA!",Bank BCA,positif
sedang mempertimbangkan antara Bank Mandiri dan Bank BCA untuk KPR dari tadi pagi.,Bank Mandiri,netral
"Jujur, inovasi fintech Bank BRI selalu di depan dibanding kompetitor, padahal antrian di ATM Bank BCA selalu panjang, terutama weekend total.",Bank BRI,positif
"Sejak pakai, Bank BCA overall bagus, CS Bank BCA sangat responsif dan membantu, masalah langsung kelar dan reksadana di Bank BCA performanya konsisten bagus, di sisi lain nomor antrian di Bank BCA sering error atau loncat-loncat.",Bank BCA,campuran
"Akhir-akhir ini, pas lagi butuh dana darurat, bisa beli emas digital langsung dari aplikasi Bank Mandiri. Bank Mandiri masih kalah sama Bank BCA sih.",Bank Mandiri,positif
"Guys, Bank BCA atau Bank Mandiri ya buat kredit rumah? Lagi galau nih",Bank Mandiri,netral
Ada yang pernah pakai Bank Mandiri dan Bank BRI? Share pengalaman dong,Bank Mandiri,netral
"Update: akhirnya pindah ke Bank Mandiri, so far so good",Bank Mandiri,positif
"Sbn dan obligasi di bank bni pilihan investasinya beragam, di sisi lain ATM Bank BRI sering offline atau rusak, pas butuh malah gak bisa dipakai.",Bank BRI,negatif
"Kesel bener-bener sama Bank Mandiri, belakangan pernah ada kasus double charge di kartu kredit Bank Mandiri.",Bank Mandiri,negatif
"Bisa beli emas digital langsung dari aplikasi bank bri, walaupun biaya kartu kredit Bank BNI annual fee-nya tinggi.",Bank BRI,positif
"Kalau dari segi atm, selain tarik tunai, fitur setor tunai di ATM Bank BRI sangat membantu. Tapi kalau atm, jaringan ATM Bank Mandiri sangat luas, jadi gampang tarik tunai. Susah milihnya.",Bank BRI,positif
"Sebagai yang first time banking, teknologi AI di Bank BRI membantu deteksi fraud dengan akurat. Bank BRI cocok banget buat kebutuhan saya.",Bank BRI,positif
"Honestly, walaupun antre, pelayanan di teller Bank BCA efisien dan cepat, di sisi lain AC di kantor cabang Bank Mandiri kurang dingin, gerah nunggu sangat.",Bank Mandiri,negatif
"Minta saran dong, antara Bank Mandiri dan Bank BCA mana yang lebih worth it?",Bank BCA,netral
"Guys, Bank Mandiri atau Bank BNI ya buat kredit rumah? Lagi galau nih",Bank Mandiri,netral
"Kalau boleh jujur, Bank Mandiri overall bagus, integrasi dengan berbagai platform digital di Bank Mandiri seamless dan pemegang kartu debit Bank Mandiri sering dapat cashback di supermarket, tapi CS Bank Mandiri jam operasionalnya terbatas, gak 24 jam.",Bank Mandiri,campuran
"Kalau menurut saya, Bank BRI overall bagus, kartu debit Bank BRI langsung aktif setelah rekening jadi dan integrasi dengan berbagai platform digital di Bank BRI seamless, namun receipt ATM Bank BRI sering habis kertas atau blur printnya.",Bank BRI,campuran
"Sejak kemarin, pas lagi butuh dana darurat, cicilan 0% dari Bank BCA ngebantu banget buat beli barang elektronik. Bank BCA jauh lebih baik dari Bank BRI sih.",Bank BCA,positif
"Kalau dari segi mobile_banking, myBCA sangat stabil dan jarang error, bisa diandalkan. Tapi kalau atm, antrian di ATM Bank BNI biasanya cepat karena mesinnya responsif. Susah milihnya.",Bank BCA,positif
"Jujur, pas tanggal tua, susah banget nyari ATM Bank BRI di daerah saya, harus pergi jauh parah. Mending pindah ke Bank BCA aja kayaknya.",Bank BRI,negatif
"Pengalaman pribadiku sih, pas tanggal tua, UI/UX dari BNI Mobile Banking agak membingungkan untuk orang tua, terlalu rumit parah. Mending pindah ke Bank BCA aja kayaknya.",Bank BNI,negatif
"Minggu lalu, tengah malam, integrasi dengan berbagai platform digital di Bank BNI seamless. Bank BNI masih di bawah Bank Mandiri sih.",Bank Mandiri,negatif
"Terus terang, tengah malam, loading time BNI Mobile Banking makin lama setelah update terakhir total. Mending pindah ke Bank BRI aja kayaknya.",Bank BNI,negatif
"Belakangan, waktu mau bayar tagihan, fitur investasi di Bank BNI mudah dipahami pemula. Bank BNI masih kalah sama Bank BRI sih.",Bank BNI,positif
"Tabungan bank bri gak ada minimum saldo yang memberatkan, akan tetapi WiFi gratis di Bank Mandiri lemot dan sering putus.",Bank Mandiri,negatif
Ada yang pernah pakai Bank BNI dan Bank BCA? Share pengalaman dong,Bank BCA,netral
"Sejauh ini, Bank Mandiri overall bagus, dokumen yang dibutuhkan buka rekening Bank Mandiri simpel, cuma KTP dan biaya admin bulanannya worth it dengan semua kemudahan yang didapat, sayangnya email complaint ke Bank Mandiri gak pernah dibalas dengan tuntas.",Bank Mandiri,campuran
"Kalau menurut saya, Bank Mandiri overall bagus, SBN dan obligasi di Bank Mandiri pilihan investasinya beragam dan suka banget karena Bank Mandiri banyak promo transfer gratis via BI-FAST, walaupun email complaint ke Bank Mandiri gak pernah dibalas dengan tuntas.",Bank Mandiri,campuran
"Sejak kemarin keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising ekstrem. Kecewa sama Bank BNI.",Bank BNI,negatif
"Kalau menurut saya, Bank Mandiri overall bagus, aplikasi Livin by Mandiri-nya sangat intuitif dan mudah digunakan, bahkan buat pemula dan promo cashback Bank Mandiri sering banget, lumayan buat tambahan, namun keamanan data di Bank Mandiri perlu ditingkatkan lagi, masih was-was soal phising.",Bank Mandiri,campuran
menggunakan Bank Mandiri untuk keperluan bisnis dan transaksi harian.,Bank Mandiri,netral
"Dari tadi pagi sering nemu ATM Bank BNI yang uangnya pecahan besar semua, gak ada 50 ribu sangat. Kecewa sama Bank BNI.",Bank BNI,negatif
"Jujur, Bank BRI overall bagus, keamanan BRImo berlapis-lapis, bikin tenang dan biaya admin Bank BRI cukup terjangkau, sesuai dengan layanannya, akan tetapi jam operasional cabang Bank BRI terbatas, sulit pas hari kerja.",Bank BRI,campuran
"Kemarin, pas tanggal tua, API Bank BRI untuk developer sangat well-documented. Bank BRI unggul dibanding Bank BCA sih.",Bank BRI,positif
"Sejauh ini, Bank BNI overall bagus, onboarding di Bank BNI dikasih welcome gift yang menarik dan BNI Mobile Banking sangat stabil dan jarang error, bisa diandalkan, di sisi lain biaya kartu kredit Bank BNI annual fee-nya tinggi.",Bank BNI,campuran
"Sejak pakai, pas weekend, sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot parah. Mending pindah ke Bank BCA aja kayaknya.",Bank BCA,positif
"Kalau dari segi cs, petugas di kantor cabang Bank BNI ramah-ramah dan informatif. Tapi kalau mobile_banking, widget di home screen untuk myBCA praktis banget. Susah milihnya.",Bank BCA,positif
"Lagi compare Bank BNI vs Bank BCA, ada masukan?",Bank BCA,netral
"Dokumen yang dibutuhkan buka rekening bank bca simpel, cuma ktp, walaupun antrian di ATM Bank Mandiri selalu panjang, terutama weekend.",Bank Mandiri,negatif
"Sbn dan obligasi di bank bca pilihan investasinya beragam, akan tetapi biaya transfer ke bank lain dari Bank Mandiri mahal, beda jauh sama yang lain.",Bank Mandiri,negatif
"Dari pengalaman, Bank BRI overall bagus, priority banking Bank BRI layanannya premium banget dan proses verifikasi buka rekening Bank BRI via video call cepat dan mudah, meski keamanan area ATM Bank BRI kurang, sering ada orang mencurigakan.",Bank BRI,campuran
"Robo advisor bank mandiri membantu pilih portofolio yang tepat, di sisi lain ATM Bank BCA gak ada fasilitas deposit, harus ke teller.",Bank Mandiri,positif
"Honestly, Bank BNI overall bagus, gak ada biaya top up ke e-wallet dari Bank BNI, hemat! dan proses verifikasi buka rekening Bank BNI via video call cepat dan mudah, beda cerita kalau follow up dari CS Bank BNI lemah, janji gak ditepati.",Bank BNI,campuran
"Kalau dari segi mobile_banking, transfer pakai myBCA anti ribet, prosesnya cepat dan simpel. Tapi kalau mobile_banking, login di BRImo sekarang cepat pakai biometrik, praktis!. Susah milihnya.",Bank BRI,positif
"Kalau menurut saya, pas system maintenance, petugas security Bank BCA kadang kurang ramah ke nasabah luar biasa. Mending pindah ke Bank BRI aja kayaknya.",Bank BRI,positif
Ada yang pernah pakai Bank BNI dan Bank Mandiri? Share pengalaman dong,Bank BNI,netral
"Sbn dan obligasi di bank bca pilihan investasinya beragam, di sisi lain data breach di Bank BNI beberapa waktu lalu bikin khawatir.",Bank BCA,positif
sedang mempertimbangkan antara Bank BRI dan Bank BNI untuk KPR belakangan.,Bank BRI,netral
"Fitur di mybca lengkap banget, semua bisa dari hp, gak perlu ke cabang, tapi banyak biaya tersembunyi kalau pakai Bank BNI, tiba-tiba saldo kepotong.",Bank BCA,positif
"Bulan ini, saat gajian, widget di home screen untuk BNI Mobile Banking praktis banget. Bank BNI beda tipis sama Bank BCA sih.",Bank BCA,negatif
"Jujur, tengah malam, ATM Bank BNI sering offline atau rusak, pas butuh malah gak bisa dipakai sangat. Mending pindah ke Bank BCA aja kayaknya.",Bank BNI,negatif
"Cs bank bni via whatsapp responsif 24/7, sangat membantu. Bank BNI emang the best!",Bank BNI,positif
"Pengalaman pribadiku sih, Bank BNI overall bagus, bisa bayar tagihan listrik dan PDAM di ATM Bank BNI dan complaint handling di Bank BNI profesional dan follow up terus, meski pernah ada kasus double charge di kartu kredit Bank BNI.",Bank BNI,campuran
menggunakan Bank BCA untuk keperluan bisnis dan transaksi harian belakangan.,Bank BCA,netral
"Dari pengalaman, Bank BNI overall bagus, bisa bayar tagihan listrik dan PDAM di ATM Bank BNI dan buka rekening Bank BNI sekarang bisa full online, gak sampai 10 menit jadi, meski biaya administrasi invest di Bank BNI tinggi, potong return.",Bank BNI,campuran
"Kalau menurut saya, Bank BRI overall bagus, inovasi fintech Bank BRI selalu di depan dibanding kompetitor dan reksadana di Bank BRI performanya konsisten bagus, padahal data breach di Bank BRI beberapa waktu lalu bikin khawatir.",Bank BRI,campuran
"Kalau dari segi teknologi, sistem keamanan Bank BRI menggunakan enkripsi tingkat militer. Tapi kalau pembukaan_rekening, buka rekening Bank Mandiri sekarang bisa full online, gak sampai 10 menit jadi. Susah milihnya.",Bank BRI,positif
"Minta saran dong, antara Bank Mandiri dan Bank BNI mana yang lebih worth it?",Bank Mandiri,netral
"Guys, Bank BNI atau Bank BCA ya buat kredit rumah? Lagi galau nih",Bank BCA,netral
"Kesel total sama Bank BNI, sejak kemarin data breach di Bank BNI beberapa waktu lalu bikin khawatir.",Bank BNI,negatif
"Sebagai yang pensiun dari bank lama, ATM Bank BCA bisa deposit cek, praktis untuk yang bisnis. Bank BCA cocok banget buat kebutuhan saya.",Bank BCA,positif
"Sebagai yang pensiun dari bank lama, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank Mandiri. Bank Mandiri cocok banget buat kebutuhan saya.",Bank Mandiri,positif
"Biaya transfer online bank bca lebih murah dari yang offline, padahal pernah ada kasus double charge di kartu kredit Bank Mandiri.",Bank Mandiri,negatif
"Sejak pakai, Bank BNI overall bagus, dokumen yang dibutuhkan buka rekening Bank BNI simpel, cuma KTP dan sistem keamanan Bank BNI menggunakan enkripsi tingkat militer, sayangnya receipt ATM Bank BNI sering habis kertas atau blur printnya.",Bank BNI,campuran
"Kalau dari segi cs, masalah saya cepat teratasi berkat bantuan CS Bank BCA via telepon. Tapi kalau biaya, promo cashback Bank BNI sering banget, lumayan buat tambahan. Susah milihnya.",Bank BNI,positif
"Dari tadi pagi, pas system maintenance, biaya admin bulanannya worth it dengan semua kemudahan yang didapat. Bank BRI unggul dibanding Bank Mandiri sih.",Bank Mandiri,negatif
Ada yang pernah pakai Bank Mandiri dan Bank BRI? Share pengalaman dong,Bank BRI,netral
"Dari pengalaman, saat transfer ke orang tua, BRImo crash kalau hp storage penuh, gak ada warning luar biasa. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BRI,negatif
Ada yang pernah pakai Bank BCA dan Bank BNI? Share pengalaman dong,Bank BNI,netral
"Lagi compare Bank BCA vs Bank BNI, ada masukan?",Bank BNI,netral
"Jujur, pas system maintenance, CS Bank BNI kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan sangat. Mending pindah ke Bank Mandiri aja kayaknya.",Bank BNI,negatif
"Sejauh ini, Bank BNI overall bagus, API Bank BNI untuk developer sangat well-documented dan biaya transfer online Bank BNI lebih murah dari yang offline, padahal susah banget nyari ATM Bank BNI di daerah saya, harus pergi jauh.",Bank BNI,campuran
"Sebagai yang ganti dari bank konvensional, dokumen yang dibutuhkan buka rekening Bank BNI simpel, cuma KTP. Bank BNI cocok banget buat kebutuhan saya.",Bank BNI,positif
"Jujur, Bank BCA overall bagus, dark mode di myBCA bikin mata gak capek pas malem dan ATM Bank BCA ada fitur tarik tunai tanpa kartu, canggih!, beda cerita kalau kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BCA,campuran
"Kalau transfer ke sesama bank mandiri gratis, jadi sering kupakai, walaupun parkir di gedung Bank BCA mahal dan terbatas.",Bank BCA,negatif
"Kesel super sama Bank Mandiri, akhir-akhir ini Livin by Mandiri lemot banget kalau dipakai pas jam sibuk, loadingnya lama.",Bank Mandiri,negatif
"Dari tadi pagi, pas tanggal tua, fitur investasi di Bank BNI mudah dipahami pemula. Bank BNI hampir sama kayak Bank Mandiri sih.",Bank Mandiri,negatif
"Biaya admin bulanannya worth it dengan semua kemudahan yang didapat, walaupun keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising.",Bank BNI,negatif
"saya punya rekening di Bank BCA dan juga di Bank BRI, sambil ngurus dokumen.",Bank BCA,netral
