comment,sentinment,score,label
"Bulan ini, pas lagi butuh dana darurat, jaringan ATM Bank BNI sangat luas, jadi gampang tarik tunai. Bank BNI masih di bawah Bank BRI sih.",positive,0.9836061000823975,positif
saya adalah nasabah Bank BCA sudah 5 tahun dari tadi pagi.,neutral,0.9969961643218994,netral
"Kalau dari segi promo, sering dapat promo menarik dari kartu kredit Bank BCA, diskonnya lumayan. Tapi kalau pembukaan_rekening, dokumen yang dibutuhkan buka rekening Bank BNI simpel, cuma KTP. Susah milihnya.",positive,0.9412867426872253,positif
"Kalau menurut saya, fitur di Livin by Mandiri lengkap banget, semua bisa dari hp, gak perlu ke cabang, tapi data breach di Bank BCA beberapa waktu lalu bikin khawatir ekstrem.",negative,0.9659133553504944,negatif
Ada yang pernah pakai Bank BRI dan Bank BNI? Share pengalaman dong,neutral,0.9938051700592041,netral
Kemarin email complaint ke Bank BNI gak pernah dibalas dengan tuntas gila. Kecewa sama Bank BNI.,negative,0.9977951049804688,negatif
"Sejak pakai, Bank BCA overall bagus, CS Bank BCA sabar banget jelasinnya, gak bikin bingung dan layar ATM Bank BCA jernih dan touchscreen-nya sensitif, padahal data breach di Bank BCA beberapa waktu lalu bikin khawatir.",negative,0.9108877778053284,campuran
"Lagi compare Bank BNI vs Bank BRI, ada masukan?",neutral,0.9978910088539124,netral
"Minta saran dong, antara Bank BCA dan Bank Mandiri mana yang lebih worth it?",neutral,0.619394063949585,netral
"Kalau boleh jujur, biaya admin Bank BRI cukup terjangkau, sesuai dengan layanannya, cuma biaya kartu kredit Bank Mandiri annual fee-nya tinggi sangat.",positive,0.9766067862510681,negatif
"Dari pengalaman, saat transfer ke orang tua, keamanan data di Bank BRI perlu ditingkatkan lagi, masih was-was soal phising sangat. Mending pindah ke Bank BCA aja kayaknya.",negative,0.9835535287857056,positif
"Guys, Bank BNI atau Bank Mandiri ya buat kredit rumah? Lagi galau nih",neutral,0.8587680459022522,netral
mau tanya-tanya produk investasi Bank BCA ke CS nya sejak kemarin.,neutral,0.9981060028076172,netral
"Dari pengalaman, keamanan BRImo berlapis-lapis, bikin tenang, tapi CS di social media Bank BCA balasnya lama dan sering template jawabannya gila.",negative,0.9944578409194946,negatif
"Minta saran dong, antara Bank BCA dan Bank BNI mana yang lebih worth it?",neutral,0.6389492154121399,netral
"Kemarin, waktu lagi busy, keamanan Livin by Mandiri berlapis-lapis, bikin tenang. Bank Mandiri gak sebagus Bank BCA sih.",negative,0.9621771574020386,negatif
"Kalau boleh jujur, Bank BCA overall bagus, buka rekening Bank BCA sekarang bisa full online, gak sampai 10 menit jadi dan sering dapat promo menarik dari kartu kredit Bank BCA, diskonnya lumayan, tapi search function di myBCA kurang akurat, susah nyari fitur.",negative,0.8000131249427795,campuran
"Belakangan, tengah malam, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BCA. Bank BCA hampir sama kayak Bank BRI sih.",neutral,0.6087145209312439,negatif
"Guys, Bank Mandiri atau Bank BRI ya buat kredit rumah? Lagi galau nih",neutral,0.8436481952667236,netral
"Kesel banget sama Bank Mandiri, belakangan pernah ada kasus double charge di kartu kredit Bank Mandiri.",negative,0.9926395416259766,negatif
"Livin by mandiri sangat stabil dan jarang error, bisa diandalkan, sayangnya biaya administrasi invest di Bank BCA tinggi, potong return.",positive,0.9926230907440186,positif
"Terus terang, Bank BNI overall bagus, kartu debit Bank BNI langsung aktif setelah rekening jadi dan bisa beli emas digital langsung dari aplikasi Bank BNI, meski fitur face ID di BNI Mobile Banking sering gagal recognize, ribet.",negative,0.6376016736030579,campuran
Cicilan 0% dari bank bni ngebantu banget buat beli barang elektronik. Gaskeun deh ke Bank BNI!,positive,0.9892141222953796,positif
"Sejauh ini, Bank Mandiri overall bagus, kartu debit Bank Mandiri langsung aktif setelah rekening jadi dan fitur investasi di Bank Mandiri mudah dipahami pemula, di sisi lain nomor antrian di Bank Mandiri sering error atau loncat-loncat.",positive,0.8424223065376282,campuran
"Sebagai yang sebagai freelancer, top up e-wallet dari BNI Mobile Banking instan masuknya. Bank BNI cocok banget buat kebutuhan saya.",positive,0.9895637631416321,positif
"Tadi, pas system maintenance, API Bank BCA untuk developer sangat well-documented. Bank BCA hampir sama kayak Bank BNI sih.",positive,0.7580690383911133,negatif
"Menurutku, selain tarik tunai, fitur setor tunai di ATM Bank Mandiri sangat membantu, tapi loading time myBCA makin lama setelah update terakhir gila.",negative,0.9637584090232849,negatif
"Jujur, Bank BNI overall bagus, teknologi AI di Bank BNI membantu deteksi fraud dengan akurat dan kalau transfer ke sesama Bank BNI gratis, jadi sering kupakai, di sisi lain font di BNI Mobile Banking terlalu kecil, susah dibaca orang tua.",negative,0.8192878365516663,campuran
"Menurutku, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank Mandiri, cuma kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi total.",neutral,0.9110456705093384,negatif
"Sebagai yang first time banking, sering dapat promo menarik dari kartu kredit Bank Mandiri, diskonnya lumayan. Bank Mandiri cocok banget buat kebutuhan saya.",positive,0.9971025586128235,positif
"Kalau menurut saya, Bank BCA overall bagus, dokumen yang dibutuhkan buka rekening Bank BCA simpel, cuma KTP dan biaya admin Bank BCA cukup terjangkau, sesuai dengan layanannya, sayangnya pernah ada kasus double charge di kartu kredit Bank BCA.",positive,0.9863790273666382,campuran
"Complaint handling di bank bri profesional dan follow up terus, meski sempat khawatir dengan kasus skimming di Bank BNI, jadi takut nabung banyak.",positive,0.9729352593421936,negatif
"Lagi compare Bank Mandiri vs Bank BCA, ada masukan?",neutral,0.9979250431060791,netral
"Menurutku, pas weekend, parkir di gedung Bank BNI mahal dan terbatas gila. Mending pindah ke Bank BCA aja kayaknya.",negative,0.9790802597999573,positif
saya punya rekening di Bank Mandiri dan juga di Bank BCA minggu lalu.,neutral,0.9980055689811707,netral
"Minta saran dong, antara Bank Mandiri dan Bank BRI mana yang lebih worth it?",neutral,0.5823763012886047,netral
"Dari pengalaman, Bank BCA overall bagus, suka banget karena Bank BCA banyak promo transfer gratis via BI-FAST dan sistem keamanan Bank BCA menggunakan enkripsi tingkat militer, namun sempat khawatir dengan kasus skimming di Bank BCA, jadi takut nabung banyak.",positive,0.9971544742584229,campuran
"Sebagai yang buat anak kuliah, bisa beli emas digital langsung dari aplikasi Bank BCA. Bank BCA cocok banget buat kebutuhan saya.",positive,0.9916996955871582,positif
"Minta saran dong, antara Bank BRI dan Bank Mandiri mana yang lebih worth it?",neutral,0.590006947517395,netral
"Sejak pakai, Bank BRI overall bagus, top up e-wallet dari BRImo instan masuknya dan suka banget karena Bank BRI banyak promo transfer gratis via BI-FAST, walaupun keamanan data di Bank BRI perlu ditingkatkan lagi, masih was-was soal phising.",positive,0.9935408234596252,campuran
"Dari pengalaman, teknologi AI di Bank BCA membantu deteksi fraud dengan akurat, beda cerita kalau loading time BRImo makin lama setelah update terakhir bener-bener.",positive,0.9846621751785278,positif
"Tadi, saat gajian, dokumen yang dibutuhkan buka rekening Bank BCA simpel, cuma KTP. Bank BCA unggul dibanding Bank BNI sih.",positive,0.8498094081878662,negatif
"Sebagai yang ganti dari bank konvensional, robo advisor Bank BRI membantu pilih portofolio yang tepat. Bank BRI cocok banget buat kebutuhan saya.",positive,0.99552321434021,positif
"Guys, Bank Mandiri atau Bank BRI ya buat kredit rumah? Lagi galau nih",neutral,0.8436481952667236,netral
"Kalau dari segi investasi, SBN dan obligasi di Bank BNI pilihan investasinya beragam. Tapi kalau promo, weekend sale Bank BCA selalu ada promo hotel dan travel. Susah milihnya.",positive,0.948823869228363,positif
"Jujur, Bank Mandiri overall bagus, antrian di ATM Bank Mandiri biasanya cepat karena mesinnya responsif dan petugas di kantor cabang Bank Mandiri ramah-ramah dan informatif, walaupun biaya transfer ke bank lain dari Bank Mandiri mahal, beda jauh sama yang lain.",positive,0.9885408282279968,campuran
saya adalah nasabah Bank BCA sudah 5 tahun.,neutral,0.9966359734535217,netral
"Kalau dari segi atm, bisa bayar tagihan listrik dan PDAM di ATM Bank Mandiri. Tapi kalau cs, CS Bank BNI sabar banget jelasinnya, gak bikin bingung. Susah milihnya.",positive,0.9959107637405396,positif
"Bulan ini, pas system maintenance, antrian di ATM Bank BCA biasanya cepat karena mesinnya responsif. Bank BCA masih kalah sama Bank Mandiri sih.",negative,0.7671436071395874,positif
"Jujur, Bank BRI overall bagus, robo advisor Bank BRI membantu pilih portofolio yang tepat dan dark mode di BRImo bikin mata gak capek pas malem, meski keamanan area ATM Bank BRI kurang, sering ada orang mencurigakan.",positive,0.9949274063110352,campuran
"Minta saran dong, antara Bank BRI dan Bank BCA mana yang lebih worth it?",neutral,0.5973451137542725,netral
"Sejak pakai, Bank BCA overall bagus, buka rekening Bank BCA sekarang bisa full online, gak sampai 10 menit jadi dan kolaborasi Bank BCA dengan e-commerce sering ada flash sale, di sisi lain CS Bank BCA kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",negative,0.9186369776725769,campuran
Ada yang pernah pakai Bank BNI dan Bank BCA? Share pengalaman dong,neutral,0.993675172328949,netral
"Kalau dari segi atm, ATM Bank BCA ada fitur tarik tunai tanpa kartu, canggih!. Tapi kalau atm, jaringan ATM Bank BRI sangat luas, jadi gampang tarik tunai. Susah milihnya.",positive,0.99473637342453,positif
"Guys, Bank BCA atau Bank BRI ya buat kredit rumah? Lagi galau nih",neutral,0.8989323377609253,netral
Facial recognition di bni mobile banking lebih cepet dari fingerprint. Recommend sangat buat yang mau coba Bank BNI!,positive,0.9527062177658081,positif
"Sebagai yang first time banking, proses verifikasi buka rekening Bank BRI via video call cepat dan mudah. Bank BRI cocok banget buat kebutuhan saya.",positive,0.9941335320472717,positif
"Sebagai yang sebagai freelancer, robo advisor Bank BNI membantu pilih portofolio yang tepat. Bank BNI cocok banget buat kebutuhan saya.",positive,0.9939826130867004,positif
"Honestly, Bank Mandiri overall bagus, widget di home screen untuk Livin by Mandiri praktis banget dan sering dapat promo menarik dari kartu kredit Bank Mandiri, diskonnya lumayan, cuma email complaint ke Bank Mandiri gak pernah dibalas dengan tuntas.",positive,0.9970126152038574,campuran
"Kemarin, saat gajian, onboarding di Bank BNI dikasih welcome gift yang menarik. Bank BNI gak sebagus Bank Mandiri sih.",positive,0.7455752491950989,negatif
"Sejak pakai, Bank BNI overall bagus, masalah saya cepat teratasi berkat bantuan CS Bank BNI via telepon dan API Bank BNI untuk developer sangat well-documented, walaupun AC di kantor cabang Bank BNI kurang dingin, gerah nunggu.",positive,0.908458948135376,campuran
"Sebagai yang buat anak kuliah, reksadana di Bank Mandiri performanya konsisten bagus. Bank Mandiri cocok banget buat kebutuhan saya.",positive,0.9964295029640198,positif
"Jujur, Bank BCA overall bagus, buka rekening Bank BCA sekarang bisa full online, gak sampai 10 menit jadi dan ATM Bank BCA bisa deposit cek, praktis untuk yang bisnis, beda cerita kalau biaya tarik tunai di ATM bank lain dari Bank BCA selangit.",positive,0.979676365852356,campuran
"Minta saran dong, antara Bank Mandiri dan Bank BCA mana yang lebih worth it?",neutral,0.6258466243743896,netral
Ada yang pernah pakai Bank BNI dan Bank Mandiri? Share pengalaman dong,neutral,0.9937639832496643,netral
Belakangan petugas Bank BCA kurang update soal produk terbaru super. Kecewa sama Bank BCA.,negative,0.9978712797164917,negatif
"Jujur, QRIS di myBCA responsif dan gak pernah gagal, sat set bayarnya, akan tetapi Livin by Mandiri makan banyak memori dan baterai hp bener-bener.",positive,0.990939736366272,positif
Biaya transfer online bank bca lebih murah dari yang offline. Bank BCA emang the best!,positive,0.9965221881866455,positif
"Kesel super sama Bank BRI, dari tadi pagi email complaint ke Bank BRI gak pernah dibalas dengan tuntas.",negative,0.9965831637382507,negatif
"Sejak pakai, Bank Mandiri overall bagus, kartu debit Bank Mandiri langsung aktif setelah rekening jadi dan bisa beli emas digital langsung dari aplikasi Bank Mandiri, cuma CS Bank Mandiri jam operasionalnya terbatas, gak 24 jam.",neutral,0.6486889719963074,campuran
"Sistem keamanan bank mandiri menggunakan enkripsi tingkat militer, beda cerita kalau fitur face ID di BRImo sering gagal recognize, ribet.",negative,0.9886807203292847,negatif
"Honestly, Bank BRI overall bagus, ATM Bank BRI mudah ditemukan di mana-mana, bahkan di kota kecil dan QRIS di BRImo responsif dan gak pernah gagal, sat set bayarnya, sayangnya biaya administrasi invest di Bank BRI tinggi, potong return.",positive,0.9955968260765076,campuran
"Lagi compare Bank BCA vs Bank Mandiri, ada masukan?",neutral,0.9979402422904968,netral
"Guys, Bank BRI atau Bank Mandiri ya buat kredit rumah? Lagi galau nih",neutral,0.8391174077987671,netral
Teknologi ai di bank mandiri membantu deteksi fraud dengan akurat. Worth it banget pilih Bank Mandiri!,positive,0.9822589159011841,positif
"1 bulan pakai Bank BRI, impressi pertama positif",neutral,0.9699971675872803,positif
"Kesel super sama Bank BRI, sejak kemarin charge untuk layanan priority banking Bank BRI gak worth it.",negative,0.9966685175895691,negatif
"menggunakan Bank BCA untuk keperluan bisnis dan transaksi harian, sambil tanya-tanya produk.",neutral,0.9917044639587402,netral
"Sejak pakai, Bank BNI overall bagus, priority banking Bank BNI layanannya premium banget dan top up e-wallet dari BNI Mobile Banking instan masuknya, cuma WiFi gratis di Bank BNI lemot dan sering putus.",negative,0.9308115839958191,campuran
"Guys, Bank Mandiri atau Bank BNI ya buat kredit rumah? Lagi galau nih",neutral,0.8690364360809326,netral
"Dari tadi pagi, jam makan siang, CS Bank BCA sangat responsif dan membantu, masalah langsung kelar. Bank BCA jauh lebih baik dari Bank BRI sih.",positive,0.9825640320777893,negatif
"Tadi, ketika lagi traveling, teknologi AI di Bank Mandiri membantu deteksi fraud dengan akurat. Bank Mandiri masih kalah sama Bank BRI sih.",negative,0.8299334645271301,positif
"Minggu lalu, pas lagi butuh dana darurat, weekend sale Bank BCA selalu ada promo hotel dan travel. Bank BCA jauh lebih baik dari Bank BNI sih.",positive,0.9899305105209351,negatif
"Kemarin, waktu lagi busy, cicilan 0% dari Bank BCA ngebantu banget buat beli barang elektronik. Bank BCA gak sebagus Bank Mandiri sih.",negative,0.6417314410209656,negatif
"Lagi compare Bank BNI vs Bank BCA, ada masukan?",neutral,0.9978585839271545,netral
"Sebagai yang buat anak kuliah, reksadana di Bank BNI performanya konsisten bagus. Bank BNI cocok banget buat kebutuhan saya.",positive,0.9964105486869812,positif
menggunakan Bank Mandiri untuk keperluan bisnis dan transaksi harian.,neutral,0.9972530007362366,netral
"Kalau boleh jujur, Bank BRI overall bagus, buka rekening Bank BRI sekarang bisa full online, gak sampai 10 menit jadi dan notifikasi real-time di BRImo selalu akurat dan tepat waktu, walaupun biaya administrasi invest di Bank BRI tinggi, potong return.",positive,0.9888187050819397,campuran
"Honestly, Bank BNI overall bagus, bisa beli emas digital langsung dari aplikasi Bank BNI dan biaya admin Bank BNI cukup terjangkau, sesuai dengan layanannya, sayangnya sistem Bank BNI pernah down berhari-hari, gak bisa akses dana.",positive,0.9874328970909119,campuran
"1 bulan pakai Bank BRI, impressi pertama positif",neutral,0.9699971675872803,positif
"Honestly, Bank BCA overall bagus, API Bank BCA untuk developer sangat well-documented dan widget di home screen untuk myBCA praktis banget, padahal sistem Bank BCA pernah down berhari-hari, gak bisa akses dana.",positive,0.9869931936264038,campuran
Gak ada setoran awal minimum yang besar untuk buka tabungan di bank bri. Recommend parah buat yang mau coba Bank BRI!,negative,0.9829193353652954,positif
"Kalau boleh jujur, Bank BRI overall bagus, complaint handling di Bank BRI profesional dan follow up terus dan pemegang kartu debit Bank BRI sering dapat cashback di supermarket, akan tetapi data breach di Bank BRI beberapa waktu lalu bikin khawatir.",negative,0.9922696352005005,campuran
"Lagi compare Bank BRI vs Bank BNI, ada masukan?",neutral,0.9979209303855896,netral
"Sebagai yang sebagai freelancer, bisa bayar tagihan listrik dan PDAM di ATM Bank BCA. Bank BCA cocok banget buat kebutuhan saya.",positive,0.9927135109901428,positif
"Sejauh ini, saat transfer ke orang tua, AC di kantor cabang Bank BNI kurang dingin, gerah nunggu banget. Mending pindah ke Bank BCA aja kayaknya.",negative,0.9821763634681702,positif
"Sebagai yang first time banking, ATM Bank BCA jarang kosong uangnya, selalu terisi. Bank BCA cocok banget buat kebutuhan saya.",positive,0.9947591423988342,positif
Gak ada setoran awal minimum yang besar untuk buka tabungan di bank mandiri. Bank Mandiri emang the best!,positive,0.9961129426956177,positif
"Minta saran dong, antara Bank BCA dan Bank BRI mana yang lebih worth it?",neutral,0.5733156204223633,netral
"Sebagai yang first time banking, keamanan myBCA berlapis-lapis, bikin tenang. Bank BCA cocok banget buat kebutuhan saya.",positive,0.9948362112045288,positif
"Kalau boleh jujur, dokumen yang dibutuhkan buka rekening Bank BNI simpel, cuma KTP, tapi CS Bank Mandiri kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan total.",negative,0.6753909587860107,negatif
"Kesel super sama Bank BCA, belakangan notifikasi myBCA spam banget, banyak yang gak penting.",negative,0.9971641898155212,negatif
"Priority banking bank bca layanannya premium banget, akan tetapi banyak biaya tersembunyi kalau pakai Bank Mandiri, tiba-tiba saldo kepotong.",positive,0.5997671484947205,negatif
"Kalau menurut saya, Bank Mandiri overall bagus, cicilan 0% dari Bank Mandiri ngebantu banget buat beli barang elektronik dan fitur investasi di Bank Mandiri mudah dipahami pemula, padahal proses blokir kartu Bank Mandiri kalau hilang ribet dan butuh waktu lama.",positive,0.9935537576675415,campuran
"Minta saran dong, antara Bank Mandiri dan Bank BRI mana yang lebih worth it?",neutral,0.5823763012886047,netral
"Minta saran dong, antara Bank BRI dan Bank BCA mana yang lebih worth it?",neutral,0.5973451137542725,netral
Ada yang pernah pakai Bank BCA dan Bank Mandiri? Share pengalaman dong,neutral,0.993480920791626,netral
"Kalau dari segi cs, satpam di Bank BNI sigap membantu nasabah yang kebingungan. Tapi kalau biaya, kalau transfer ke sesama Bank BCA gratis, jadi sering kupakai. Susah milihnya.",positive,0.9097760319709778,positif
"Kesel banget sama Bank BRI, sejak kemarin WiFi gratis di Bank BRI lemot dan sering putus.",negative,0.9976317882537842,negatif
"Kalau menurut saya, Bank BCA overall bagus, tabungan Bank BCA gak ada minimum saldo yang memberatkan dan pemegang kartu debit Bank BCA sering dapat cashback di supermarket, sayangnya sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",positive,0.5092067122459412,campuran
"Terus terang, Bank BNI overall bagus, inovasi fintech Bank BNI selalu di depan dibanding kompetitor dan dokumen yang dibutuhkan buka rekening Bank BNI simpel, cuma KTP, walaupun antrian di ATM Bank BNI selalu panjang, terutama weekend.",positive,0.9951876401901245,campuran
"Jujur, Bank Mandiri overall bagus, kartu debit Bank Mandiri langsung aktif setelah rekening jadi dan fitur investasi di Bank Mandiri mudah dipahami pemula, cuma kasus fraud yang lambat ditangani tim Bank Mandiri.",positive,0.9658027291297913,campuran
"Teknologi ai di bank mandiri membantu deteksi fraud dengan akurat, meski kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",neutral,0.9934282898902893,negatif
Kemarin parkir di gedung Bank BNI mahal dan terbatas gila. Kecewa sama Bank BNI.,negative,0.9980354905128479,negatif
"Sebagai yang ganti dari bank konvensional, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BNI. Bank BNI cocok banget buat kebutuhan saya.",positive,0.9963454604148865,positif
"Pengalaman pribadiku sih, Bank BRI overall bagus, ATM Bank BRI bisa deposit cek, praktis untuk yang bisnis dan bisa beli emas digital langsung dari aplikasi Bank BRI, di sisi lain UI/UX dari BRImo agak membingungkan untuk orang tua, terlalu rumit.",negative,0.9083262085914612,campuran
"Dari tadi pagi, pas system maintenance, CS Bank BCA via WhatsApp responsif 24/7, sangat membantu. Bank BCA gak sebagus Bank BRI sih.",positive,0.839084267616272,positif
"Api bank bri untuk developer sangat well-documented, padahal ATM Bank BNI gak ada fasilitas deposit, harus ke teller.",negative,0.7515738606452942,positif
"Kesel super sama Bank BCA, belakangan telepon CS Bank BCA antrinya lama banget, habis pulsa banyak cuma buat nunggu.",negative,0.9976044297218323,negatif
"Sejauh ini, Bank BCA overall bagus, API Bank BCA untuk developer sangat well-documented dan pengalaman saya dengan customer service Bank BCA selalu baik dan solutif, tapi myBCA crash kalau hp storage penuh, gak ada warning.",positive,0.8417158126831055,campuran
Api bank bni untuk developer sangat well-documented. Worth it banget pilih Bank BNI!,positive,0.9614752531051636,positif
"Guys, Bank BRI atau Bank BNI ya buat kredit rumah? Lagi galau nih",neutral,0.889642596244812,netral
"Kalau dari segi investasi, fitur investasi di Bank Mandiri mudah dipahami pemula. Tapi kalau biaya, gak ada biaya top up ke e-wallet dari Bank BCA, hemat!. Susah milihnya.",positive,0.9385209083557129,positif
Ada yang pernah pakai Bank BRI dan Bank Mandiri? Share pengalaman dong,neutral,0.9934470057487488,netral
"Menurutku, Bank Mandiri overall bagus, QRIS di Livin by Mandiri responsif dan gak pernah gagal, sat set bayarnya dan layar ATM Bank Mandiri jernih dan touchscreen-nya sensitif, beda cerita kalau sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",positive,0.9653034806251526,campuran
"Bulan ini, saat transfer ke orang tua, tampilan BRImo modern dan user-friendly, enak dilihat. Bank BRI beda tipis sama Bank BCA sih.",positive,0.9885578155517578,negatif
"Honestly, proses verifikasi buka rekening Bank BRI via video call cepat dan mudah, akan tetapi susah banget mau transfer pakai myBCA, muter-muter terus menunya ekstrem.",negative,0.8490279912948608,positif
"Jujur, saat gajian, biaya admin bulanan Bank BNI lumayan mahal ya, apalagi kalau jarang dipakai sangat. Mending pindah ke Bank BRI aja kayaknya.",negative,0.8514896035194397,negatif
"Lagi compare Bank BRI vs Bank BNI, ada masukan?",neutral,0.9979209303855896,netral
"Sejak pakai, Bank BRI overall bagus, cicilan 0% dari Bank BRI ngebantu banget buat beli barang elektronik dan CS Bank BRI sangat responsif dan membantu, masalah langsung kelar, di sisi lain pernah ada kasus double charge di kartu kredit Bank BRI.",positive,0.9946964979171753,campuran
"Sejak kemarin, saat gajian, bisa beli emas digital langsung dari aplikasi Bank BCA. Bank BCA masih kalah sama Bank Mandiri sih.",negative,0.9491141438484192,negatif
"Honestly, Bank Mandiri overall bagus, aplikasi Livin by Mandiri-nya sangat intuitif dan mudah digunakan, bahkan buat pemula dan bisa bayar tagihan listrik dan PDAM di ATM Bank Mandiri, padahal jam operasional cabang Bank Mandiri terbatas, sulit pas hari kerja.",positive,0.6627143621444702,campuran
"Pengalaman pribadiku sih, Bank BCA overall bagus, Bank BCA banyak kerjasama dengan merchant, jadi banyak diskon F&B dan suka banget karena Bank BCA banyak promo transfer gratis via BI-FAST, padahal susah banget mau transfer pakai myBCA, muter-muter terus menunya.",positive,0.9971279501914978,campuran
"Priority banking bank mandiri layanannya premium banget, meski BRImo crash kalau hp storage penuh, gak ada warning.",positive,0.9873154163360596,positif
"Sejak pakai, Bank BNI overall bagus, sistem keamanan Bank BNI menggunakan enkripsi tingkat militer dan layar ATM Bank BNI jernih dan touchscreen-nya sensitif, meski charge untuk layanan priority banking Bank BNI gak worth it.",positive,0.9634180068969727,campuran
Suka banget karena bank mandiri banyak promo transfer gratis via bi-fast. Bank Mandiri emang the best!,positive,0.9970964193344116,positif
"tadi pagi ke kantor cabang Bank BNI untuk urusan administrasi, sambil tanya-tanya produk.",neutral,0.9976025223731995,netral
"Dari tadi pagi, waktu mau bayar tagihan, fitur split bill di BNI Mobile Banking memudahkan patungan sama teman. Bank BNI beda tipis sama Bank BRI sih.",neutral,0.7254181504249573,negatif
"Jujur, tengah malam, fasilitas di kantor cabang Bank BRI kurang nyaman untuk tunggu sangat. Mending pindah ke Bank BCA aja kayaknya.",negative,0.9907512664794922,negatif
"Guys, Bank Mandiri atau Bank BCA ya buat kredit rumah? Lagi galau nih",neutral,0.8717924356460571,netral
"Update: akhirnya pindah ke Bank BRI, so far so good",neutral,0.7929884791374207,positif
"Jujur, Bank Mandiri overall bagus, live chat di website Bank Mandiri selalu ada yang standby dan bisa beli emas digital langsung dari aplikasi Bank Mandiri, walaupun WiFi gratis di Bank Mandiri lemot dan sering putus.",positive,0.9833758473396301,campuran
"Menurutku, Bank Mandiri overall bagus, priority banking Bank Mandiri layanannya premium banget dan sering dapat promo menarik dari kartu kredit Bank Mandiri, diskonnya lumayan, di sisi lain AC di kantor cabang Bank Mandiri kurang dingin, gerah nunggu.",positive,0.9761883616447449,campuran
Ada yang pernah pakai Bank BNI dan Bank Mandiri? Share pengalaman dong,neutral,0.9937639832496643,netral
"Minta saran dong, antara Bank BNI dan Bank Mandiri mana yang lebih worth it?",neutral,0.6341429352760315,netral
"1 bulan pakai Bank BNI, impressi pertama positif",neutral,0.9759932160377502,positif
"Minggu lalu, jam makan siang, bisa beli emas digital langsung dari aplikasi Bank Mandiri. Bank Mandiri beda tipis sama Bank BRI sih.",neutral,0.8641847968101501,negatif
"Sebagai yang pensiun dari bank lama, kalau transfer ke sesama Bank BNI gratis, jadi sering kupakai. Bank BNI cocok banget buat kebutuhan saya.",positive,0.996367335319519,positif
"Terus terang, Bank BNI overall bagus, CS Bank BNI via WhatsApp responsif 24/7, sangat membantu dan layar ATM Bank BNI jernih dan touchscreen-nya sensitif, meski sistem Bank BNI pernah down berhari-hari, gak bisa akses dana.",positive,0.9908642172813416,campuran
"Kalau menurut saya, saat gajian, kasus fraud yang lambat ditangani tim Bank Mandiri sangat. Mending pindah ke Bank BNI aja kayaknya.",negative,0.9753369688987732,positif
"Kesel total sama Bank Mandiri, bulan ini keamanan data di Bank Mandiri perlu ditingkatkan lagi, masih was-was soal phising.",negative,0.9963076114654541,negatif
"Kalau boleh jujur, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BNI, sayangnya sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot sangat.",negative,0.9901955723762512,negatif
Pemegang kartu debit bank bri sering dapat cashback di supermarket. Gaskeun deh ke Bank BRI!,positive,0.8865103721618652,positif
"Minta saran dong, antara Bank BNI dan Bank Mandiri mana yang lebih worth it?",neutral,0.6341429352760315,netral
"Terus terang, Bank BRI overall bagus, program poin reward Bank BRI bisa ditukar berbagai hadiah menarik dan petugas di kantor cabang Bank BRI ramah-ramah dan informatif, padahal nomor antrian di Bank BRI sering error atau loncat-loncat.",positive,0.7936312556266785,campuran
"Minta saran dong, antara Bank BCA dan Bank BNI mana yang lebih worth it?",neutral,0.6389492154121399,netral
"1 bulan pakai Bank BNI, impressi pertama positif",neutral,0.9759932160377502,positif
"Akhir-akhir ini, ketika lagi traveling, satpam di Bank BCA sigap membantu nasabah yang kebingungan. Bank BCA gak sebagus Bank Mandiri sih.",negative,0.7000390887260437,positif
"Terus terang, saat gajian, follow up dari CS Bank Mandiri lemah, janji gak ditepati banget. Mending pindah ke Bank BRI aja kayaknya.",negative,0.9890269637107849,negatif
"Kesel ekstrem sama Bank BRI, akhir-akhir ini pernah ada kasus double charge di kartu kredit Bank BRI.",negative,0.9838380813598633,negatif
"Pengalaman pribadiku sih, Bank Mandiri overall bagus, pengalaman saya dengan customer service Bank Mandiri selalu baik dan solutif dan promo cashback Bank Mandiri sering banget, lumayan buat tambahan, namun sempat khawatir dengan kasus skimming di Bank Mandiri, jadi takut nabung banyak.",positive,0.9970376491546631,campuran
"Akhir-akhir ini, ketika lagi traveling, promo cashback Bank BCA sering banget, lumayan buat tambahan. Bank BCA gak sebagus Bank BNI sih.",positive,0.9654017090797424,positif
"Selain tarik tunai, fitur setor tunai di atm bank mandiri sangat membantu. Recommend total buat yang mau coba Bank Mandiri!",positive,0.9904330968856812,positif
Ada yang pernah pakai Bank BNI dan Bank BRI? Share pengalaman dong,neutral,0.9936279058456421,netral
