teks,target_bank,sentimen
saya punya rekening di Bank BTN dan juga di Bank BCA.,Bank BTN,netral
"Sejauh ini, untuk Bank BTN, pemegang kartu debit Bank BTN sering dapat cashback di supermarket, namun sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BTN,campuran
"Menurutku, agak kecewa sama Bank Mandiri, Livin by Mandiri makan banyak memori dan baterai hp.",Bank Mandiri,negatif
saya punya rekening di Bank Mandiri dan juga di Bank BTN.,Bank Mandiri,netral
baru saja memindahkan rekening gaji saya ke Bank BTN.,Bank BTN,netral
"Menurutku, biaya transfer ke bank lain dari Bank BCA mahal, beda jauh sama yang lain. Beda banget sama Bank Mandiri yang lebih lancar.",Bank BCA,negatif
"Menurutku, biaya transfer ke bank lain dari Bank BCA mahal, beda jauh sama yang lain. Beda banget sama Bank Mandiri yang lebih lancar.",Bank Mandiri,positif
"Kalau boleh jujur, untuk Bank BCA, kalau transfer ke sesama Bank BCA gratis, jadi sering kupakai, namun telepon CS Bank BCA antrinya lama banget, habis pulsa banyak cuma buat nunggu.",Bank BCA,campuran
"Cs bank btn sangat responsif dan membantu, masalah langsung kelar, di sisi lain proses blokir kartu Bank BCA kalau hilang ribet dan butuh waktu lama.",Bank BTN,positif
"Cs bank btn sangat responsif dan membantu, masalah langsung kelar, di sisi lain proses blokir kartu Bank BCA kalau hilang ribet dan butuh waktu lama.",Bank BCA,negatif
"Proses verifikasi buka rekening bank btn via video call cepat dan mudah, sayangnya banyak biaya tersembunyi kalau pakai Bank Mandiri, tiba-tiba saldo kepotong.",Bank BTN,positif
"Proses verifikasi buka rekening bank btn via video call cepat dan mudah, sayangnya banyak biaya tersembunyi kalau pakai Bank Mandiri, tiba-tiba saldo kepotong.",Bank Mandiri,negatif
"Biaya admin bank mandiri cukup terjangkau, sesuai dengan layanannya. Kalau Bank BTN sih standar aja menurutku.",Bank Mandiri,positif
"Biaya admin bank mandiri cukup terjangkau, sesuai dengan layanannya. Kalau Bank BTN sih standar aja menurutku.",Bank BTN,netral
rekening Bank BNI saya gunakan khusus untuk tabungan.,Bank BNI,netral
"Pengalaman pribadiku sih, agak kecewa sama Bank BNI, keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising.",Bank BNI,negatif
"Jujur, banyak biaya tersembunyi kalau pakai Bank Mandiri, tiba-tiba saldo kepotong. Beda banget sama Bank BCA yang lebih lancar.",Bank Mandiri,negatif
"Jujur, banyak biaya tersembunyi kalau pakai Bank Mandiri, tiba-tiba saldo kepotong. Beda banget sama Bank BCA yang lebih lancar.",Bank BCA,positif
Satpam di bank bni sigap membantu nasabah yang kebingungan. Kalau Bank BCA sih standar aja menurutku.,Bank BNI,positif
Satpam di bank bni sigap membantu nasabah yang kebingungan. Kalau Bank BCA sih standar aja menurutku.,Bank BCA,netral
rekening Bank BNI saya gunakan khusus untuk tabungan.,Bank BNI,netral
"Proses verifikasi buka rekening bank mandiri via video call cepat dan mudah, beda cerita kalau ATM Bank BCA sering offline atau rusak, pas butuh malah gak bisa dipakai.",Bank Mandiri,positif
"Proses verifikasi buka rekening bank mandiri via video call cepat dan mudah, beda cerita kalau ATM Bank BCA sering offline atau rusak, pas butuh malah gak bisa dipakai.",Bank BCA,negatif
Masalah saya cepat teratasi berkat bantuan cs bank bni via telepon. Kalau Bank BCA sih standar aja menurutku.,Bank BNI,positif
Masalah saya cepat teratasi berkat bantuan cs bank bni via telepon. Kalau Bank BCA sih standar aja menurutku.,Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank Mandiri atau Bank BNI ya? Lagi bingung nih.",Bank Mandiri,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank Mandiri atau Bank BNI ya? Lagi bingung nih.",Bank BNI,netral
"Biaya admin bank bca cukup terjangkau, sesuai dengan layanannya, namun sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BCA,positif
"Biaya admin bank bca cukup terjangkau, sesuai dengan layanannya, namun sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BNI,negatif
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BTN atau Bank Mandiri ya? Lagi bingung nih.",Bank BTN,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BTN atau Bank Mandiri ya? Lagi bingung nih.",Bank Mandiri,netral
saya punya rekening di Bank BTN dan juga di Bank BNI.,Bank BTN,netral
rekening Bank BTN saya gunakan khusus untuk tabungan.,Bank BTN,netral
saya punya rekening di Bank BCA dan juga di Bank BNI.,Bank BCA,netral
"Suka banget sama Bank BNI, Bank BNI banyak kerjasama dengan merchant, jadi banyak diskon F&B.",Bank BNI,positif
saya punya rekening di Bank BTN dan juga di Bank BCA.,Bank BTN,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank Mandiri ya? Lagi bingung nih.",Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank Mandiri ya? Lagi bingung nih.",Bank Mandiri,netral
sedang mempertimbangkan antara Bank BTN dan Bank BCA untuk KPR.,Bank BTN,netral
"Proses verifikasi buka rekening bank bca via video call cepat dan mudah, beda cerita kalau kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BCA,positif
"Proses verifikasi buka rekening bank bca via video call cepat dan mudah, beda cerita kalau kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BNI,negatif
"Sejauh ini, untuk Bank BCA, cicilan 0% dari Bank BCA ngebantu banget buat beli barang elektronik, sayangnya kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BCA,campuran
"Sejauh ini, BTN Mobile makan banyak memori dan baterai hp. Beda banget sama Bank BNI yang lebih lancar.",Bank BTN,negatif
"Sejauh ini, BTN Mobile makan banyak memori dan baterai hp. Beda banget sama Bank BNI yang lebih lancar.",Bank BNI,positif
"Sejauh ini, untuk Bank BTN, pemegang kartu debit Bank BTN sering dapat cashback di supermarket, sayangnya banyak biaya tersembunyi kalau pakai Bank BTN, tiba-tiba saldo kepotong.",Bank BTN,campuran
saya punya rekening di Bank BTN dan juga di Bank Mandiri.,Bank BTN,netral
"Bank bni banyak kerjasama dengan merchant, jadi banyak diskon f&b, di sisi lain Livin by Mandiri lemot banget kalau dipakai pas jam sibuk, loadingnya lama.",Bank BNI,positif
"Bank bni banyak kerjasama dengan merchant, jadi banyak diskon f&b, di sisi lain Livin by Mandiri lemot banget kalau dipakai pas jam sibuk, loadingnya lama.",Bank Mandiri,negatif
saya punya rekening di Bank BTN dan juga di Bank BCA.,Bank BTN,netral
Fitur cardless di btn mobile ngebantu banget pas dompet ketinggalan. Kalau Bank Mandiri sih standar aja menurutku.,Bank BTN,positif
Fitur cardless di btn mobile ngebantu banget pas dompet ketinggalan. Kalau Bank Mandiri sih standar aja menurutku.,Bank Mandiri,netral
"Sering dapat promo menarik dari kartu kredit bank bca, diskonnya lumayan. Kalau Bank BTN sih standar aja menurutku.",Bank BCA,positif
"Sering dapat promo menarik dari kartu kredit bank bca, diskonnya lumayan. Kalau Bank BTN sih standar aja menurutku.",Bank BTN,netral
"Sejauh ini, agak kecewa sama Bank BTN, proses blokir kartu Bank BTN kalau hilang ribet dan butuh waktu lama.",Bank BTN,negatif
baru saja memindahkan rekening gaji saya ke Bank Mandiri.,Bank Mandiri,netral
"Jujur, agak kecewa sama Bank BCA, CS Bank BCA kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank BCA,negatif
"Login di livin by mandiri sekarang cepat pakai biometrik, praktis!. Kalau Bank BTN sih standar aja menurutku.",Bank Mandiri,positif
"Login di livin by mandiri sekarang cepat pakai biometrik, praktis!. Kalau Bank BTN sih standar aja menurutku.",Bank BTN,netral
rekening Bank BCA saya gunakan khusus untuk tabungan.,Bank BCA,netral
Pengalaman saya dengan customer service bank bca selalu baik dan solutif. Kalau Bank BTN sih standar aja menurutku.,Bank BCA,positif
Pengalaman saya dengan customer service bank bca selalu baik dan solutif. Kalau Bank BTN sih standar aja menurutku.,Bank BTN,netral
baru saja memindahkan rekening gaji saya ke Bank BTN.,Bank BTN,netral
"Fitur di livin by mandiri lengkap banget, semua bisa dari hp, gak perlu ke cabang. Kalau Bank BTN sih standar aja menurutku.",Bank Mandiri,positif
"Fitur di livin by mandiri lengkap banget, semua bisa dari hp, gak perlu ke cabang. Kalau Bank BTN sih standar aja menurutku.",Bank BTN,netral
rekening Bank BTN saya gunakan khusus untuk tabungan.,Bank BTN,netral
"Biaya admin bank bca cukup terjangkau, sesuai dengan layanannya, tapi biaya transfer ke bank lain dari Bank BTN mahal, beda jauh sama yang lain.",Bank BCA,positif
"Biaya admin bank bca cukup terjangkau, sesuai dengan layanannya, tapi biaya transfer ke bank lain dari Bank BTN mahal, beda jauh sama yang lain.",Bank BTN,negatif
sedang mempertimbangkan antara Bank BTN dan Bank Mandiri untuk KPR.,Bank BTN,netral
"Pengalaman pribadiku sih, agak kecewa sama Bank Mandiri, biaya transfer ke bank lain dari Bank Mandiri mahal, beda jauh sama yang lain.",Bank Mandiri,negatif
"Pengalaman pribadiku sih, BNI Mobile Banking sering tiba-tiba logout sendiri, harus login ulang terus. Beda banget sama Bank BCA yang lebih lancar.",Bank BNI,negatif
"Pengalaman pribadiku sih, BNI Mobile Banking sering tiba-tiba logout sendiri, harus login ulang terus. Beda banget sama Bank BCA yang lebih lancar.",Bank BCA,positif
"Pengalaman pribadiku sih, proses blokir kartu Bank BNI kalau hilang ribet dan butuh waktu lama. Beda banget sama Bank BCA yang lebih lancar.",Bank BNI,negatif
"Pengalaman pribadiku sih, proses blokir kartu Bank BNI kalau hilang ribet dan butuh waktu lama. Beda banget sama Bank BCA yang lebih lancar.",Bank BCA,positif
saya adalah nasabah Bank BTN sudah 5 tahun.,Bank BTN,netral
rekening Bank BCA saya gunakan khusus untuk tabungan.,Bank BCA,netral
saya punya rekening di Bank BTN dan juga di Bank BNI.,Bank BTN,netral
"Pengalaman pribadiku sih, untuk Bank Mandiri, suka banget karena Bank Mandiri banyak promo transfer gratis via BI-FAST, tapi CS Bank Mandiri kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank Mandiri,campuran
"Menurutku, untuk Bank Mandiri, proses verifikasi buka rekening Bank Mandiri via video call cepat dan mudah, namun proses blokir kartu Bank Mandiri kalau hilang ribet dan butuh waktu lama.",Bank Mandiri,campuran
"Menurutku, untuk Bank BCA, ATM Bank BCA mudah ditemukan di mana-mana, bahkan di kota kecil, padahal CS Bank BCA kurang solutif, masalah saya dioper-oper terus tanpa ada kejelasan.",Bank BCA,campuran
saya punya rekening di Bank BNI dan juga di Bank BTN.,Bank BNI,netral
sedang mempertimbangkan antara Bank BTN dan Bank BCA untuk KPR.,Bank BTN,netral
"Buka rekening bank btn sekarang bisa full online, gak sampai 10 menit jadi, padahal keamanan data di Bank Mandiri perlu ditingkatkan lagi, masih was-was soal phising.",Bank BTN,positif
"Buka rekening bank btn sekarang bisa full online, gak sampai 10 menit jadi, padahal keamanan data di Bank Mandiri perlu ditingkatkan lagi, masih was-was soal phising.",Bank Mandiri,negatif
menggunakan Bank BTN untuk keperluan bisnis dan transaksi harian.,Bank BTN,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BTN,netral
"Sejauh ini, antrian di kantor cabang Bank BNI panjangnya bukan main, bisa habis setengah hari. Beda banget sama Bank Mandiri yang lebih lancar.",Bank BNI,negatif
"Sejauh ini, antrian di kantor cabang Bank BNI panjangnya bukan main, bisa habis setengah hari. Beda banget sama Bank Mandiri yang lebih lancar.",Bank Mandiri,positif
rekening Bank BCA saya gunakan khusus untuk tabungan.,Bank BCA,netral
"Pengalaman pribadiku sih, agak kecewa sama Bank Mandiri, telepon CS Bank Mandiri antrinya lama banget, habis pulsa banyak cuma buat nunggu.",Bank Mandiri,negatif
"Kalau boleh jujur, update Livin by Mandiri bukannya makin bagus malah makin banyak bug. Beda banget sama Bank BNI yang lebih lancar.",Bank Mandiri,negatif
"Kalau boleh jujur, update Livin by Mandiri bukannya makin bagus malah makin banyak bug. Beda banget sama Bank BNI yang lebih lancar.",Bank BNI,positif
"Jujur, BTN Mobile sering tiba-tiba logout sendiri, harus login ulang terus. Beda banget sama Bank BNI yang lebih lancar.",Bank BTN,negatif
"Jujur, BTN Mobile sering tiba-tiba logout sendiri, harus login ulang terus. Beda banget sama Bank BNI yang lebih lancar.",Bank BNI,positif
"Buka rekening bank bca sekarang bisa full online, gak sampai 10 menit jadi, namun layar sentuh di ATM Bank BTN sering tidak responsif.",Bank BCA,positif
"Buka rekening bank bca sekarang bisa full online, gak sampai 10 menit jadi, namun layar sentuh di ATM Bank BTN sering tidak responsif.",Bank BTN,negatif
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BTN atau Bank BCA ya? Lagi bingung nih.",Bank BTN,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BTN atau Bank BCA ya? Lagi bingung nih.",Bank BCA,netral
"Atm bank bni jarang kosong uangnya, selalu terisi. Kalau Bank Mandiri sih standar aja menurutku.",Bank BNI,positif
"Atm bank bni jarang kosong uangnya, selalu terisi. Kalau Bank Mandiri sih standar aja menurutku.",Bank Mandiri,netral
baru saja memindahkan rekening gaji saya ke Bank BNI.,Bank BNI,netral
"Pengalaman pribadiku sih, proses blokir kartu Bank BNI kalau hilang ribet dan butuh waktu lama. Beda banget sama Bank BCA yang lebih lancar.",Bank BNI,negatif
"Pengalaman pribadiku sih, proses blokir kartu Bank BNI kalau hilang ribet dan butuh waktu lama. Beda banget sama Bank BCA yang lebih lancar.",Bank BCA,positif
"Suka banget sama Bank BCA, sering dapat promo menarik dari kartu kredit Bank BCA, diskonnya lumayan.",Bank BCA,positif
"Transfer pakai btn mobile anti ribet, prosesnya cepat dan simpel, padahal antrian di kantor cabang Bank BNI panjangnya bukan main, bisa habis setengah hari.",Bank BTN,positif
"Transfer pakai btn mobile anti ribet, prosesnya cepat dan simpel, padahal antrian di kantor cabang Bank BNI panjangnya bukan main, bisa habis setengah hari.",Bank BNI,negatif
Top up e-wallet dari btn mobile instan masuknya. Kalau Bank BNI sih standar aja menurutku.,Bank BTN,positif
Top up e-wallet dari btn mobile instan masuknya. Kalau Bank BNI sih standar aja menurutku.,Bank BNI,netral
saya punya rekening di Bank BCA dan juga di Bank Mandiri.,Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BCA,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BCA atau Bank BTN ya? Lagi bingung nih.",Bank BTN,netral
"Sejauh ini, untuk Bank BNI, BNI Mobile Banking sangat stabil dan jarang error, bisa diandalkan, tapi CS di social media Bank BNI balasnya lama dan sering template jawabannya.",Bank BNI,campuran
"Pengalaman pribadiku sih, sering nemu ATM Bank Mandiri yang uangnya pecahan besar semua, gak ada 50 ribu. Beda banget sama Bank BTN yang lebih lancar.",Bank Mandiri,negatif
"Pengalaman pribadiku sih, sering nemu ATM Bank Mandiri yang uangnya pecahan besar semua, gak ada 50 ribu. Beda banget sama Bank BTN yang lebih lancar.",Bank BTN,positif
"Suka banget karena bank mandiri banyak promo transfer gratis via bi-fast, sayangnya sering nemu ATM Bank BTN yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank Mandiri,positif
"Suka banget karena bank mandiri banyak promo transfer gratis via bi-fast, sayangnya sering nemu ATM Bank BTN yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank BTN,negatif
rekening Bank BNI saya gunakan khusus untuk tabungan.,Bank BNI,netral
"Menurutku, agak kecewa sama Bank BTN, biaya transfer ke bank lain dari Bank BTN mahal, beda jauh sama yang lain.",Bank BTN,negatif
"Qris di bni mobile banking responsif dan gak pernah gagal, sat set bayarnya, beda cerita kalau kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BNI,positif
"Qris di bni mobile banking responsif dan gak pernah gagal, sat set bayarnya, beda cerita kalau kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank Mandiri,negatif
baru saja memindahkan rekening gaji saya ke Bank BNI.,Bank BNI,netral
saya adalah nasabah Bank BCA sudah 5 tahun.,Bank BCA,netral
"Suka banget sama Bank BNI, fitur di BNI Mobile Banking lengkap banget, semua bisa dari hp, gak perlu ke cabang.",Bank BNI,positif
"Pengalaman saya dengan customer service bank bca selalu baik dan solutif, beda cerita kalau sering nemu ATM Bank BNI yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank BCA,positif
"Pengalaman saya dengan customer service bank bca selalu baik dan solutif, beda cerita kalau sering nemu ATM Bank BNI yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank BNI,negatif
"Sejauh ini, biaya transfer ke bank lain dari Bank BNI mahal, beda jauh sama yang lain. Beda banget sama Bank Mandiri yang lebih lancar.",Bank BNI,negatif
"Sejauh ini, biaya transfer ke bank lain dari Bank BNI mahal, beda jauh sama yang lain. Beda banget sama Bank Mandiri yang lebih lancar.",Bank Mandiri,positif
"Kalau boleh jujur, agak kecewa sama Bank BTN, banyak biaya tersembunyi kalau pakai Bank BTN, tiba-tiba saldo kepotong.",Bank BTN,negatif
"Kalau boleh jujur, agak kecewa sama Bank BCA, sempat khawatir dengan kasus skimming di Bank BCA, jadi takut nabung banyak.",Bank BCA,negatif
"Menurutku, untuk Bank Mandiri, cicilan 0% dari Bank Mandiri ngebantu banget buat beli barang elektronik, di sisi lain telepon CS Bank Mandiri antrinya lama banget, habis pulsa banyak cuma buat nunggu.",Bank Mandiri,campuran
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank Mandiri atau Bank BTN ya? Lagi bingung nih.",Bank Mandiri,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank Mandiri atau Bank BTN ya? Lagi bingung nih.",Bank BTN,netral
"Suka banget sama Bank BTN, pemegang kartu debit Bank BTN sering dapat cashback di supermarket.",Bank BTN,positif
saya punya rekening di Bank BNI dan juga di Bank BTN.,Bank BNI,netral
sedang mempertimbangkan antara Bank BTN dan Bank BNI untuk KPR.,Bank BTN,netral
saya punya rekening di Bank BNI dan juga di Bank BTN.,Bank BNI,netral
"Sejauh ini, untuk Bank BTN, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BTN, namun BTN Mobile makan banyak memori dan baterai hp.",Bank BTN,campuran
"Sering dapat promo menarik dari kartu kredit bank mandiri, diskonnya lumayan. Kalau Bank BCA sih standar aja menurutku.",Bank Mandiri,positif
"Sering dapat promo menarik dari kartu kredit bank mandiri, diskonnya lumayan. Kalau Bank BCA sih standar aja menurutku.",Bank BCA,netral
"Cs bank mandiri sangat responsif dan membantu, masalah langsung kelar, sayangnya kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank Mandiri,positif
"Cs bank mandiri sangat responsif dan membantu, masalah langsung kelar, sayangnya kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BNI,negatif
saya punya rekening di Bank Mandiri dan juga di Bank BTN.,Bank Mandiri,netral
"Jujur, untuk Bank BNI, suka banget karena Bank BNI banyak promo transfer gratis via BI-FAST, beda cerita kalau sering nemu ATM Bank BNI yang uangnya pecahan besar semua, gak ada 50 ribu.",Bank BNI,campuran
rekening Bank Mandiri saya gunakan khusus untuk tabungan.,Bank Mandiri,netral
baru saja memindahkan rekening gaji saya ke Bank BTN.,Bank BTN,netral
saya adalah nasabah Bank Mandiri sudah 5 tahun.,Bank Mandiri,netral
Cicilan 0% dari bank bni ngebantu banget buat beli barang elektronik. Kalau Bank Mandiri sih standar aja menurutku.,Bank BNI,positif
Cicilan 0% dari bank bni ngebantu banget buat beli barang elektronik. Kalau Bank Mandiri sih standar aja menurutku.,Bank Mandiri,netral
"Sejauh ini, susah banget nyari ATM Bank BNI di daerah saya, harus pergi jauh. Beda banget sama Bank Mandiri yang lebih lancar.",Bank BNI,negatif
"Sejauh ini, susah banget nyari ATM Bank BNI di daerah saya, harus pergi jauh. Beda banget sama Bank Mandiri yang lebih lancar.",Bank Mandiri,positif
"Kalau boleh jujur, untuk Bank BNI, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BNI, tapi proses blokir kartu Bank BNI kalau hilang ribet dan butuh waktu lama.",Bank BNI,campuran
"Menurutku, telepon CS Bank BNI antrinya lama banget, habis pulsa banyak cuma buat nunggu. Beda banget sama Bank BCA yang lebih lancar.",Bank BNI,negatif
"Menurutku, telepon CS Bank BNI antrinya lama banget, habis pulsa banyak cuma buat nunggu. Beda banget sama Bank BCA yang lebih lancar.",Bank BCA,positif
"Pengalaman pribadiku sih, agak kecewa sama Bank Mandiri, sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank Mandiri,negatif
menggunakan Bank BNI untuk keperluan bisnis dan transaksi harian.,Bank BNI,netral
"Pengalaman saya dengan customer service bank btn selalu baik dan solutif, tapi aplikasi BNI Mobile Banking sering banget maintenance, apalagi pas tanggal gajian, bikin emosi.",Bank BTN,positif
"Pengalaman saya dengan customer service bank btn selalu baik dan solutif, tapi aplikasi BNI Mobile Banking sering banget maintenance, apalagi pas tanggal gajian, bikin emosi.",Bank BNI,negatif
saya adalah nasabah Bank BNI sudah 5 tahun.,Bank BNI,netral
"Sejauh ini, untuk Bank BNI, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BNI, padahal susah banget nyari ATM Bank BNI di daerah saya, harus pergi jauh.",Bank BNI,campuran
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BNI atau Bank BTN ya? Lagi bingung nih.",Bank BNI,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BNI atau Bank BTN ya? Lagi bingung nih.",Bank BTN,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BTN atau Bank BNI ya? Lagi bingung nih.",Bank BTN,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BTN atau Bank BNI ya? Lagi bingung nih.",Bank BNI,netral
menggunakan Bank BTN untuk keperluan bisnis dan transaksi harian.,Bank BTN,netral
"Sejauh ini, untuk Bank BCA, fitur cardless di myBCA ngebantu banget pas dompet ketinggalan, di sisi lain proses blokir kartu Bank BCA kalau hilang ribet dan butuh waktu lama.",Bank BCA,campuran
"Kalau boleh jujur, untuk Bank BCA, QRIS di myBCA responsif dan gak pernah gagal, sat set bayarnya, di sisi lain sempat khawatir dengan kasus skimming di Bank BCA, jadi takut nabung banyak.",Bank BCA,campuran
"Suka banget sama Bank BNI, QRIS di BNI Mobile Banking responsif dan gak pernah gagal, sat set bayarnya.",Bank BNI,positif
"Menurutku, untuk Bank BTN, ATM Bank BTN jarang kosong uangnya, selalu terisi, tapi kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi.",Bank BTN,campuran
"Suka banget karena bank btn banyak promo transfer gratis via bi-fast, di sisi lain susah banget nyari ATM Bank BCA di daerah saya, harus pergi jauh.",Bank BTN,positif
"Suka banget karena bank btn banyak promo transfer gratis via bi-fast, di sisi lain susah banget nyari ATM Bank BCA di daerah saya, harus pergi jauh.",Bank BCA,negatif
saya punya rekening di Bank BTN dan juga di Bank Mandiri.,Bank BTN,netral
"Selain tarik tunai, fitur setor tunai di atm bank bca sangat membantu, tapi telepon CS Bank Mandiri antrinya lama banget, habis pulsa banyak cuma buat nunggu.",Bank BCA,positif
"Selain tarik tunai, fitur setor tunai di atm bank bca sangat membantu, tapi telepon CS Bank Mandiri antrinya lama banget, habis pulsa banyak cuma buat nunggu.",Bank Mandiri,negatif
"Sejauh ini, untuk Bank BCA, kalau transfer ke sesama Bank BCA gratis, jadi sering kupakai, tapi susah banget nyari ATM Bank BCA di daerah saya, harus pergi jauh.",Bank BCA,campuran
"Menurutku, untuk Bank BCA, gak ada setoran awal minimum yang besar untuk buka tabungan di Bank BCA, di sisi lain notifikasi transaksi dari myBCA sering telat masuk, jadi was-was.",Bank BCA,campuran
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BTN atau Bank Mandiri ya? Lagi bingung nih.",Bank BTN,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BTN atau Bank Mandiri ya? Lagi bingung nih.",Bank Mandiri,netral
rekening Bank BCA saya gunakan khusus untuk tabungan.,Bank BCA,netral
saya adalah nasabah Bank BCA sudah 5 tahun.,Bank BCA,netral
"Jujur, keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising. Beda banget sama Bank BTN yang lebih lancar.",Bank BNI,negatif
"Jujur, keamanan data di Bank BNI perlu ditingkatkan lagi, masih was-was soal phising. Beda banget sama Bank BTN yang lebih lancar.",Bank BTN,positif
"Biaya admin bank bni cukup terjangkau, sesuai dengan layanannya, namun UI/UX dari BTN Mobile agak membingungkan untuk orang tua, terlalu rumit.",Bank BNI,positif
"Biaya admin bank bni cukup terjangkau, sesuai dengan layanannya, namun UI/UX dari BTN Mobile agak membingungkan untuk orang tua, terlalu rumit.",Bank BTN,negatif
"Pengalaman pribadiku sih, agak kecewa sama Bank BTN, biaya transfer ke bank lain dari Bank BTN mahal, beda jauh sama yang lain.",Bank BTN,negatif
Suka banget karena bank bca banyak promo transfer gratis via bi-fast. Kalau Bank BNI sih standar aja menurutku.,Bank BCA,positif
Suka banget karena bank bca banyak promo transfer gratis via bi-fast. Kalau Bank BNI sih standar aja menurutku.,Bank BNI,netral
"Aplikasi btn mobile-nya sangat intuitif dan mudah digunakan, bahkan buat pemula, namun sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank BTN,positif
"Aplikasi btn mobile-nya sangat intuitif dan mudah digunakan, bahkan buat pemula, namun sulit sekali bicara dengan CS manusia, selalu diarahkan ke bot.",Bank Mandiri,negatif
sedang mempertimbangkan antara Bank BCA dan Bank BTN untuk KPR.,Bank BCA,netral
"Bank mandiri banyak kerjasama dengan merchant, jadi banyak diskon f&b. Kalau Bank BTN sih standar aja menurutku.",Bank Mandiri,positif
"Bank mandiri banyak kerjasama dengan merchant, jadi banyak diskon f&b. Kalau Bank BTN sih standar aja menurutku.",Bank BTN,netral
"Suka banget sama Bank BNI, selain tarik tunai, fitur setor tunai di ATM Bank BNI sangat membantu.",Bank BNI,positif
"Kalau boleh jujur, kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi. Beda banget sama Bank BCA yang lebih lancar.",Bank Mandiri,negatif
"Kalau boleh jujur, kena biaya notifikasi SMS padahal sudah ada notif dari aplikasi. Beda banget sama Bank BCA yang lebih lancar.",Bank BCA,positif
"Suka banget sama Bank BCA, biaya admin bulanannya worth it dengan semua kemudahan yang didapat.",Bank BCA,positif
sedang mempertimbangkan antara Bank BNI dan Bank BTN untuk KPR.,Bank BNI,netral
"Kalau boleh jujur, agak kecewa sama Bank BCA, antrian di kantor cabang Bank BCA panjangnya bukan main, bisa habis setengah hari.",Bank BCA,negatif
"Menurutku, agak kecewa sama Bank BCA, UI/UX dari myBCA agak membingungkan untuk orang tua, terlalu rumit.",Bank BCA,negatif
rekening Bank Mandiri saya gunakan khusus untuk tabungan.,Bank Mandiri,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BNI atau Bank Mandiri ya? Lagi bingung nih.",Bank BNI,netral
"Teman-teman, minta pendapat dong, untuk nabung lebih baik Bank BNI atau Bank Mandiri ya? Lagi bingung nih.",Bank Mandiri,netral
saya punya rekening di Bank Mandiri dan juga di Bank BNI.,Bank Mandiri,netral
saya adalah nasabah Bank Mandiri sudah 5 tahun.,Bank Mandiri,netral
